step,loss_total,loss_se,loss_asr,elapsed_s
1,0.17479372024536133,0.17479372024536133,,0.8563737869262695
2,-0.040241241455078125,-0.040241241455078125,,0.9400217533111572
3,-0.10466325283050537,-0.10466325283050537,,1.0207509994506836
4,0.3858673572540283,0.3858673572540283,,1.1035435199737549
5,0.19100046157836914,0.19100046157836914,,1.1891865730285645
6,1.884377360343933,1.884377360343933,,1.2812910079956055
7,0.3605029582977295,0.3605029582977295,,1.3643696308135986
8,1.5431525707244873,1.5431525707244873,,1.4474070072174072
9,-0.3735002279281616,-0.3735002279281616,,1.53070068359375
10,0.8006782531738281,0.8006782531738281,,1.6178522109985352
11,-0.15102672576904297,-0.15102672576904297,,1.703120231628418
12,-0.4813884496688843,-0.4813884496688843,,1.7876877784729004
13,-0.037195444107055664,-0.037195444107055664,,1.8707048892974854
14,0.042696237564086914,0.042696237564086914,,1.9535820484161377
15,1.5231255292892456,1.5231255292892456,,2.038254976272583
16,-0.025511980056762695,-0.025511980056762695,,2.1244919300079346
17,0.8070675134658813,0.8070675134658813,,2.209641218185425
18,-0.6952627897262573,-0.6952627897262573,,2.2939929962158203
19,0.28182780742645264,0.28182780742645264,,2.376671314239502
20,-0.49739575386047363,-0.49739575386047363,,2.4595115184783936
21,-0.33504152297973633,-0.33504152297973633,,2.542422294616699
22,1.3149654865264893,1.3149654865264893,,2.6246635913848877
23,1.8368098735809326,1.8368098735809326,,2.7073662281036377
24,0.3200798034667969,0.3200798034667969,,2.790278673171997
25,1.0250096321105957,1.0250096321105957,,2.874239921569824
26,0.5570716857910156,0.5570716857910156,,2.963697671890259
27,1.2476425170898438,1.2476425170898438,,3.050506353378296
28,0.14860820770263672,0.14860820770263672,,3.149357557296753
29,2.7759087085723877,2.7759087085723877,,3.23313045501709
30,0.6015290021896362,0.6015290021896362,,3.3161652088165283
31,0.7705035209655762,0.7705035209655762,,3.3992950916290283
32,1.1366519927978516,1.1366519927978516,,3.483142614364624
33,0.20550012588500977,0.20550012588500977,,3.568336009979248
34,2.291252851486206,2.291252851486206,,3.652273654937744
35,0.8289406299591064,0.8289406299591064,,3.736778736114502
36,2.8809146881103516,2.8809146881103516,,3.820509433746338
37,0.867617130279541,0.867617130279541,,3.9049103260040283
38,-0.08842670917510986,-0.08842670917510986,,3.990710496902466
39,-0.017061829566955566,-0.017061829566955566,,4.0774009227752686
40,1.6698861122131348,1.6698861122131348,,4.16502833366394
41,0.4722799062728882,0.4722799062728882,,4.249396562576294
42,2.0102596282958984,2.0102596282958984,,4.335580825805664
43,0.7901270389556885,0.7901270389556885,,4.422414541244507
44,1.5881798267364502,1.5881798267364502,,4.50952410697937
45,-0.03643512725830078,-0.03643512725830078,,4.594481706619263
46,1.7146258354187012,1.7146258354187012,,4.677980661392212
47,1.1344367265701294,1.1344367265701294,,4.761805534362793
48,0.6286816596984863,0.6286816596984863,,4.844820737838745
49,0.016008973121643066,0.016008973121643066,,4.927324295043945
50,0.4779665470123291,0.4779665470123291,,5.009395360946655
51,0.9535970687866211,0.9535970687866211,,5.092675685882568
52,1.3096537590026855,1.3096537590026855,,5.1801347732543945
53,0.14347434043884277,0.14347434043884277,,5.263958692550659
54,1.3669397830963135,1.3669397830963135,,5.346369504928589
55,2.0250589847564697,2.0250589847564697,,5.429450273513794
56,-0.0572429895401001,-0.0572429895401001,,5.511759519577026
57,0.46454310417175293,0.46454310417175293,,5.594726324081421
58,0.3461728096008301,0.3461728096008301,,5.677999496459961
59,-0.3999202251434326,-0.3999202251434326,,5.762561798095703
60,1.086970567703247,1.086970567703247,,5.847213983535767
61,1.7102305889129639,1.7102305889129639,,5.930201530456543
62,0.006542086601257324,0.006542086601257324,,6.012895584106445
63,1.115156650543213,1.115156650543213,,6.09657096862793
64,0.3507108688354492,0.3507108688354492,,6.187576532363892
65,0.2909104824066162,0.2909104824066162,,6.2803874015808105
66,0.09642386436462402,0.09642386436462402,,6.372750759124756
67,0.5421485900878906,0.5421485900878906,,6.459134817123413
68,0.7324310541152954,0.7324310541152954,,6.542645215988159
69,0.2846182584762573,0.2846182584762573,,6.626715421676636
70,1.0181102752685547,1.0181102752685547,,6.709366798400879
71,2.4934444427490234,2.4934444427490234,,6.795591115951538
72,0.4693559408187866,0.4693559408187866,,6.879353046417236
73,-0.301608681678772,-0.301608681678772,,6.963099241256714
74,1.2281410694122314,1.2281410694122314,,7.045356035232544
75,1.1826627254486084,1.1826627254486084,,7.128957271575928
76,1.064491629600525,1.064491629600525,,7.212372303009033
77,1.1472046375274658,1.1472046375274658,,7.296160697937012
78,0.6869122982025146,0.6869122982025146,,7.37842583656311
79,0.012416362762451172,0.012416362762451172,,7.460893869400024
80,1.4848300218582153,1.4848300218582153,,7.543030023574829
81,-0.20063209533691406,-0.20063209533691406,,7.625664472579956
